machine_id,time,status,brand,usage_rate,temp_avg,age_machine,env_humidity,maintenance_freq,operator_experience,shock_events
402,1.7,1,Alpha,0.71,62.9,7,80.5,1.01,2,0
403,97.3,1,Gamma,0.74,74.7,6,47.8,1.71,2,0
404,256.8,1,Beta,0.79,60.4,1,31.0,1.54,4,0
405,21.8,1,Gamma,0.38,59.2,10,73.1,2.12,5,0
406,222.7,1,Alpha,0.85,68.8,9,36.9,1.67,3,0
407,119.8,1,Gamma,0.43,61.4,10,36.2,1.41,4,0
408,878.3,0,Beta,0.44,67.9,3,66.1,0.97,2,0
409,30.2,1,Beta,0.35,69.1,2,60.9,1.46,3,1
410,272.4,1,Alpha,0.56,64.5,6,53.8,0.89,3,1
411,253.1,1,Alpha,0.57,69.1,10,48.2,1.97,4,0
412,11.3,1,Beta,0.7,72.4,4,35.1,1.51,4,0
413,13.0,1,Gamma,0.82,63.1,10,30.4,0.67,3,1
414,83.1,1,Beta,0.41,63.7,8,37.2,0.78,3,0
415,117.7,1,Beta,0.42,71.8,2,82.2,1.53,4,1
416,18.5,1,Beta,0.49,67.1,4,59.3,0.86,4,1
417,328.3,1,Alpha,0.63,71.2,3,54.7,1.51,1,0
418,213.5,1,Alpha,0.89,62.4,7,71.1,1.94,3,1
419,231.4,1,Beta,0.74,66.2,5,58.0,1.32,3,0
420,545.5,1,Gamma,0.81,71.0,3,58.6,0.89,3,0
421,34.2,1,Beta,0.62,65.2,9,45.3,1.73,5,0
422,246.8,1,Alpha,0.68,65.3,10,86.7,1.52,3,1
423,361.3,0,Gamma,0.58,66.0,2,68.6,1.69,3,0
424,528.2,1,Gamma,0.44,70.2,10,78.5,0.98,4,1
425,95.3,1,Beta,0.7,71.4,6,62.8,1.68,4,0
426,450.7,0,Gamma,0.83,58.9,8,50.4,1.92,2,1
427,113.4,1,Gamma,0.48,61.0,9,35.2,1.92,3,0
428,325.4,0,Beta,0.59,66.3,2,51.5,1.18,3,0
429,328.2,1,Beta,0.85,63.8,6,39.8,0.9,2,1
430,87.7,1,Beta,0.6,68.8,2,89.3,1.68,4,1
431,1170.3,0,Alpha,0.5,70.7,1,59.0,1.97,5,0
432,26.8,1,Alpha,0.78,69.7,10,88.6,1.1,4,1
433,319.2,1,Alpha,0.61,55.2,6,59.1,1.79,3,0
434,265.0,1,Alpha,0.78,71.5,8,59.4,0.94,4,0
435,612.2,0,Beta,0.8,59.9,10,54.7,1.6,3,0
436,229.5,1,Alpha,0.81,64.6,7,72.3,0.63,2,0
437,142.5,1,Gamma,0.39,74.6,10,68.0,1.44,3,0
438,793.8,0,Alpha,0.59,70.7,9,49.7,1.45,2,0
439,418.6,1,Beta,0.45,70.5,9,55.5,1.41,4,0
440,619.7,1,Beta,0.48,75.3,2,45.6,1.16,2,0
441,475.6,1,Beta,0.78,73.3,1,74.9,1.47,3,0
442,251.4,1,Beta,0.4,59.9,2,84.0,0.67,2,2
443,710.4,0,Gamma,0.5,57.8,1,82.7,1.45,4,0
444,557.7,0,Alpha,0.65,64.9,7,43.8,0.76,3,0
445,582.9,1,Alpha,0.62,73.3,3,57.3,1.74,3,0
446,1028.7,1,Gamma,0.46,64.0,8,60.0,1.22,3,0
447,220.6,1,Gamma,0.53,63.2,2,81.1,1.12,2,1
448,265.1,1,Alpha,0.85,65.1,6,56.1,1.11,2,1
449,178.2,1,Beta,0.49,66.6,5,57.7,1.02,2,0
450,244.7,1,Alpha,0.47,72.3,4,70.9,1.68,2,0
451,79.5,1,Alpha,0.47,74.7,3,82.9,1.21,3,2
452,238.9,1,Gamma,0.43,61.7,8,69.8,0.81,2,0
453,3.0,1,Beta,0.61,58.0,8,64.5,1.44,3,1
454,763.5,1,Beta,0.74,67.1,6,62.8,0.97,2,0
455,96.8,1,Gamma,0.69,67.5,9,67.1,1.31,2,1
456,300.5,1,Alpha,0.89,57.9,5,84.5,1.59,3,2
457,59.8,1,Alpha,0.39,58.9,5,49.2,1.62,3,0
458,718.0,1,Alpha,0.65,63.7,1,37.3,0.73,3,0
459,59.4,1,Gamma,0.54,61.6,7,64.8,1.07,3,0
460,118.5,1,Gamma,0.83,64.2,7,45.9,1.04,2,0
461,387.8,1,Beta,0.57,75.5,1,36.3,0.92,4,0
462,441.8,1,Beta,0.89,69.3,2,74.5,1.25,3,1
463,416.0,0,Beta,0.57,70.2,8,43.1,1.05,5,0
464,956.7,0,Gamma,0.34,67.1,9,37.2,1.19,3,1
465,467.2,1,Beta,0.49,61.9,7,83.9,1.69,3,0
466,131.3,1,Alpha,0.61,61.1,4,60.7,1.14,4,0
467,467.4,1,Gamma,0.88,67.9,7,65.2,0.7,3,0
468,327.6,1,Alpha,0.8,70.8,7,44.2,0.79,3,0
469,36.3,1,Alpha,0.4,67.9,9,41.6,1.44,4,1
470,593.5,1,Beta,0.45,68.0,4,46.3,1.11,3,0
471,725.1,1,Alpha,0.84,61.5,5,54.2,1.6,3,1
472,425.8,1,Gamma,0.8,68.8,9,53.4,1.04,4,0
473,37.5,1,Beta,0.69,63.4,9,83.3,0.56,3,1
474,689.7,0,Alpha,0.35,78.7,2,31.0,0.9,4,0
475,345.0,1,Gamma,0.55,64.1,7,65.8,1.13,3,0
476,824.9,1,Alpha,0.39,68.8,7,41.8,1.3,4,0
477,10.0,1,Beta,0.75,71.1,5,52.2,1.2,2,0
478,427.6,1,Alpha,0.35,65.4,10,35.4,1.97,4,0
479,528.3,1,Gamma,0.6,63.9,9,78.5,2.11,4,1
480,139.9,1,Alpha,0.66,57.8,8,79.3,1.86,3,1
481,118.2,1,Alpha,0.69,59.6,8,50.9,0.96,3,1
482,144.9,1,Beta,0.66,63.7,10,75.8,1.53,2,2
483,437.8,0,Gamma,0.62,63.0,3,42.9,1.93,4,0
484,20.5,1,Beta,0.44,74.3,1,82.5,1.36,3,1
485,81.1,1,Alpha,0.4,57.6,7,45.5,1.0,4,0
486,296.4,1,Alpha,0.59,70.3,5,37.9,0.57,2,0
487,45.7,1,Beta,0.85,76.3,5,32.7,0.57,3,0
488,891.4,0,Alpha,0.88,56.2,3,55.5,0.94,3,1
489,2.0,1,Gamma,0.8,65.5,2,39.2,1.55,1,0
490,37.1,1,Alpha,0.31,62.3,8,62.8,0.94,3,0
491,464.6,1,Beta,0.54,66.2,7,30.3,0.55,3,0
492,580.8,1,Gamma,0.88,62.7,7,69.6,1.35,3,1
493,317.3,1,Gamma,0.65,71.6,8,59.8,1.18,3,0
494,560.2,0,Alpha,0.54,54.8,5,31.7,0.87,1,0
495,158.1,1,Alpha,0.77,65.3,9,62.4,0.82,4,0
496,322.2,0,Gamma,0.81,73.4,8,31.8,1.79,3,0
497,1112.4,0,Gamma,0.4,58.3,9,75.4,1.23,2,0
498,182.7,1,Gamma,0.73,73.9,3,65.1,1.13,3,0
499,310.2,1,Beta,0.56,61.7,6,60.0,1.16,4,0
500,188.2,1,Gamma,0.78,67.2,9,59.7,1.07,3,0
501,468.9,0,Alpha,0.45,65.8,3,80.9,1.27,3,1
502,161.4,1,Beta,0.7,62.7,8,49.3,0.68,2,1
503,399.8,1,Gamma,0.51,70.5,4,87.4,1.2,2,0
504,127.7,1,Alpha,0.76,65.6,2,38.2,1.69,3,1
505,186.8,1,Gamma,0.89,62.0,2,71.1,2.07,4,1
506,173.6,1,Beta,0.67,61.7,3,79.4,1.19,2,0
507,139.4,1,Beta,0.89,64.0,4,60.3,1.7,2,2
508,124.8,1,Beta,0.68,61.4,2,75.5,1.27,3,0
509,345.2,1,Gamma,0.56,67.4,6,74.1,1.64,3,2
510,35.4,1,Beta,0.7,66.1,2,41.0,1.56,2,0
511,150.5,1,Gamma,0.88,63.5,7,53.8,1.17,3,1
512,104.0,1,Gamma,0.46,67.9,9,60.5,1.4,3,0
513,644.4,1,Gamma,0.39,65.1,7,31.7,1.43,4,0
514,84.1,1,Beta,0.76,66.9,10,61.0,0.61,3,1
515,290.5,1,Beta,0.61,68.3,3,73.3,1.75,3,0
516,538.3,1,Beta,0.68,67.0,1,80.4,0.93,3,0
517,204.9,1,Beta,0.64,72.1,8,81.5,0.78,3,0
518,1092.4,0,Gamma,0.63,63.5,2,82.6,2.17,3,1
519,153.4,1,Beta,0.68,69.8,2,45.8,0.67,3,1
520,12.2,1,Beta,0.49,54.7,7,39.7,0.59,3,1
521,936.1,1,Beta,0.33,69.1,4,38.6,1.55,3,1
522,194.1,1,Beta,0.65,71.7,10,63.6,0.56,3,0
523,228.4,1,Gamma,0.52,65.0,5,44.5,1.65,3,0
524,591.2,0,Alpha,0.56,65.0,10,38.9,1.82,2,1
525,310.4,1,Alpha,0.3,62.5,7,71.8,1.66,4,1
526,184.6,1,Beta,0.89,69.3,7,62.7,0.66,3,0
527,826.2,0,Alpha,0.4,60.8,1,58.1,0.83,3,0
528,68.8,1,Alpha,0.36,61.7,8,44.8,0.52,1,1
529,83.0,1,Gamma,0.76,59.1,5,81.1,1.17,2,0
530,517.1,1,Beta,0.32,60.1,7,85.4,1.11,3,1
531,658.3,1,Alpha,0.35,61.9,3,47.7,1.03,2,0
532,62.2,1,Gamma,0.87,63.8,5,38.4,1.61,3,2
533,123.8,1,Beta,0.72,63.8,7,32.8,0.62,4,1
534,19.8,1,Alpha,0.74,68.3,7,68.6,1.3,3,0
535,150.2,1,Beta,0.89,64.5,7,35.4,1.02,2,0
536,738.9,0,Beta,0.33,61.8,8,70.7,1.75,5,0
537,307.1,1,Alpha,0.35,58.6,5,56.0,0.87,3,0
538,16.3,1,Beta,0.87,61.3,1,44.9,1.72,4,0
539,1055.7,0,Gamma,0.35,64.1,5,54.5,1.77,4,0
540,190.7,1,Beta,0.83,69.7,9,56.4,1.41,3,2
541,682.3,1,Alpha,0.38,56.1,7,79.9,1.22,2,1
542,382.4,1,Beta,0.73,56.6,5,60.3,0.91,2,2
543,226.3,1,Beta,0.53,70.7,1,34.4,0.69,3,0
544,940.1,0,Gamma,0.42,71.8,1,44.4,0.64,3,0
545,215.3,1,Beta,0.34,60.5,8,69.5,0.88,3,0
546,583.1,0,Gamma,0.33,63.3,9,53.8,1.74,4,0
547,800.0,1,Beta,0.46,64.3,4,75.9,0.77,2,0
548,132.1,1,Alpha,0.34,63.6,9,55.6,1.27,3,0
549,286.3,1,Beta,0.69,68.6,3,76.3,0.98,4,0
550,21.5,1,Gamma,0.62,64.3,7,64.0,1.02,2,0
551,270.4,1,Beta,0.51,61.1,7,33.7,1.56,2,1
552,390.5,0,Alpha,0.87,60.0,9,64.0,1.73,3,0
553,67.7,1,Beta,0.81,63.5,8,47.5,0.78,3,2
554,165.6,1,Gamma,0.7,68.2,5,53.8,1.35,3,0
555,520.6,1,Alpha,0.56,69.2,4,38.7,1.41,3,0
556,373.0,1,Gamma,0.8,66.5,6,31.5,1.1,2,0
557,253.7,1,Alpha,0.59,66.1,2,74.1,1.4,3,0
558,99.6,1,Beta,0.45,58.3,6,44.2,1.69,2,0
559,455.5,1,Beta,0.55,70.4,9,55.1,1.16,3,0
560,295.3,1,Alpha,0.54,66.6,8,31.5,1.51,3,1
561,329.9,0,Beta,0.4,66.6,2,58.9,0.63,2,0
562,447.2,0,Alpha,0.85,57.8,9,88.6,1.3,3,0
563,373.8,1,Gamma,0.7,73.2,6,52.8,1.73,4,1
564,80.5,1,Beta,0.35,63.2,8,30.6,0.87,2,0
565,823.1,0,Gamma,0.33,61.9,9,41.0,1.25,4,0
566,154.7,1,Beta,0.61,68.4,4,89.3,1.67,4,1
567,418.7,0,Alpha,0.88,55.1,1,86.8,1.9,2,1
568,180.7,1,Alpha,0.54,61.7,10,43.0,0.84,3,1
569,41.3,1,Gamma,0.43,67.1,4,66.4,1.71,3,0
570,130.0,1,Beta,0.81,69.3,3,69.8,0.53,2,1
571,60.7,1,Beta,0.51,68.1,9,56.6,1.55,4,1
572,93.9,1,Beta,0.49,66.0,5,56.2,1.33,3,0
573,794.5,0,Alpha,0.61,54.9,10,48.2,1.71,3,1
574,37.4,1,Gamma,0.59,59.9,6,65.7,1.08,3,1
575,545.2,1,Beta,0.55,69.1,6,82.1,1.28,3,1
576,585.3,1,Gamma,0.46,74.4,2,59.7,1.29,3,0
577,147.9,1,Beta,0.38,59.5,8,71.9,1.02,3,0
578,1035.4,0,Gamma,0.32,63.7,8,57.1,1.93,4,0
579,112.6,1,Gamma,0.45,71.0,3,88.3,0.92,2,2
580,204.3,1,Gamma,0.72,72.7,10,66.5,0.58,1,0
581,568.7,1,Beta,0.39,67.8,1,30.5,0.52,4,0
582,11.8,1,Gamma,0.87,67.5,10,50.1,0.99,2,3
583,342.3,1,Gamma,0.77,57.7,4,76.5,0.65,3,0
584,139.7,1,Beta,0.89,71.8,10,40.2,1.57,4,0
585,365.3,1,Gamma,0.79,62.1,9,41.1,2.02,3,0
586,31.1,1,Gamma,0.75,66.4,4,74.3,1.51,4,0
587,344.3,1,Alpha,0.66,65.5,4,66.1,1.47,3,0
588,384.9,1,Beta,0.7,58.5,6,33.2,1.15,2,0
589,132.7,1,Gamma,0.62,64.7,2,63.0,0.81,2,0
590,989.8,0,Alpha,0.46,55.9,1,51.0,1.31,1,0
591,399.7,1,Beta,0.56,58.2,5,72.9,1.71,4,1
592,172.4,1,Beta,0.81,68.0,5,66.5,1.32,3,1
593,69.4,1,Beta,0.63,58.5,7,87.0,1.45,3,1
594,31.6,1,Alpha,0.85,70.1,1,82.6,1.04,2,0
595,27.7,1,Beta,0.71,58.7,10,53.2,1.29,4,0
596,33.9,1,Beta,0.64,72.2,2,43.9,1.33,2,0
597,127.6,1,Beta,0.86,78.2,3,45.2,0.53,3,0
598,161.2,1,Beta,0.44,68.1,6,38.9,0.96,2,1
599,272.4,1,Alpha,0.8,62.9,7,31.6,1.32,4,0
600,230.9,1,Alpha,0.65,58.2,7,50.3,0.74,4,0
601,80.9,1,Gamma,0.71,59.2,7,80.2,1.83,4,1
602,68.5,1,Gamma,0.86,62.5,6,56.4,2.01,3,0
603,618.2,0,Gamma,0.44,65.5,7,35.3,2.17,3,0
604,328.6,0,Gamma,0.55,68.3,10,80.6,2.06,3,0
605,630.5,0,Beta,0.64,61.8,8,77.2,1.79,3,1
606,272.8,1,Beta,0.66,66.6,7,88.1,1.15,3,1
607,145.3,1,Beta,0.52,60.2,8,62.7,1.18,3,0
608,309.4,0,Alpha,0.57,66.1,7,47.1,1.13,3,0
609,76.6,1,Beta,0.9,57.7,8,30.7,0.88,3,1
610,486.3,0,Alpha,0.84,64.8,5,47.1,0.5,3,1
611,202.6,1,Beta,0.88,62.5,2,85.8,1.58,4,1
612,493.8,1,Alpha,0.75,57.6,6,62.7,0.61,3,0
613,331.0,1,Beta,0.34,64.2,3,38.3,1.58,2,1
614,72.8,1,Gamma,0.46,64.6,1,64.6,1.28,4,0
615,646.1,0,Alpha,0.84,61.8,7,52.9,0.83,3,0
616,938.4,1,Alpha,0.54,61.2,1,54.6,1.26,2,1
617,449.0,1,Alpha,0.55,66.1,6,66.5,1.21,3,0
618,665.5,1,Gamma,0.31,63.0,1,40.6,2.19,4,1
619,448.8,0,Gamma,0.69,66.5,3,32.1,1.32,4,0
620,32.0,1,Alpha,0.82,70.5,3,30.5,0.57,3,1
621,122.9,1,Gamma,0.75,72.0,4,56.6,1.69,3,0
622,373.0,1,Gamma,0.87,76.5,8,64.6,1.67,5,3
623,696.2,0,Beta,0.36,62.4,10,62.2,1.7,3,0
624,302.2,1,Gamma,0.77,67.8,8,88.3,2.04,3,1
625,45.5,1,Gamma,0.8,71.0,2,85.1,1.47,4,0
626,160.6,1,Beta,0.52,65.8,4,89.7,1.2,3,2
627,879.8,1,Beta,0.48,65.0,4,54.5,1.23,1,0
628,463.2,0,Beta,0.55,67.0,1,80.3,0.53,2,0
629,460.7,1,Beta,0.51,60.3,1,65.9,0.63,1,0
630,12.2,1,Alpha,0.4,65.3,3,44.8,0.56,3,0
631,344.7,1,Beta,0.48,74.6,1,56.5,0.58,3,0
632,620.2,0,Alpha,0.83,66.7,9,38.3,0.83,3,1
633,496.9,1,Beta,0.5,65.6,4,34.2,0.46,2,1
634,6.4,1,Gamma,0.46,58.9,8,76.4,0.97,3,1
635,351.0,1,Beta,0.76,58.7,7,83.3,0.99,3,1
636,168.0,1,Beta,0.36,60.4,8,47.6,0.86,2,1
637,140.5,1,Beta,0.51,69.9,8,63.5,1.31,4,0
638,328.4,1,Gamma,0.31,63.3,4,54.9,0.95,2,0
639,11.6,1,Beta,0.6,69.8,3,83.4,0.93,2,1
640,402.9,0,Alpha,0.61,58.0,7,85.0,1.92,3,0
641,13.1,1,Alpha,0.54,62.1,3,75.8,1.16,4,0
642,52.7,1,Gamma,0.84,59.6,10,54.4,1.37,3,1
643,75.8,1,Gamma,0.72,62.1,4,67.2,1.41,3,1
644,162.1,1,Beta,0.69,56.7,10,32.2,1.33,3,0
645,17.1,1,Alpha,0.55,58.2,9,40.7,1.5,3,0
646,205.9,1,Alpha,0.88,62.6,9,39.2,1.23,2,0
647,364.1,1,Gamma,0.56,62.1,3,84.3,1.55,3,1
648,315.3,1,Gamma,0.46,64.2,9,73.1,1.43,3,1
649,22.1,1,Beta,0.49,69.1,6,40.8,0.63,2,0
650,325.1,0,Beta,0.36,57.9,2,63.2,1.76,3,0
651,11.4,1,Alpha,0.71,73.5,8,75.9,0.73,2,0
652,10.1,1,Alpha,0.83,72.4,8,65.9,1.37,5,1
653,2.5,1,Alpha,0.59,65.9,1,63.2,1.79,3,0
654,888.7,1,Gamma,0.6,68.7,9,59.4,0.79,4,1
655,37.1,1,Gamma,0.68,68.0,1,63.4,1.32,4,1
656,147.4,1,Alpha,0.72,65.3,9,59.7,0.65,2,1
657,229.0,1,Alpha,0.76,66.7,4,81.7,1.8,3,0
658,78.3,1,Beta,0.66,68.6,1,61.8,1.34,4,0
659,21.7,1,Gamma,0.78,65.3,10,84.9,1.83,3,0
660,149.0,1,Gamma,0.38,69.2,3,38.1,1.87,4,1
661,97.0,1,Alpha,0.76,81.6,2,87.7,0.9,3,0
662,393.3,0,Gamma,0.42,66.6,4,62.1,0.96,3,0
663,341.5,1,Alpha,0.66,62.1,8,52.3,1.91,3,1
664,34.4,1,Beta,0.33,65.8,8,39.5,1.45,3,0
665,456.0,1,Beta,0.48,66.4,7,72.9,1.01,3,0
666,880.0,0,Gamma,0.84,67.4,1,86.2,1.93,3,2
667,155.1,1,Beta,0.41,68.8,7,76.3,1.38,3,2
668,237.4,1,Beta,0.5,53.8,1,43.3,1.48,4,0
669,340.5,1,Beta,0.89,64.6,5,54.2,0.84,3,0
670,140.1,1,Gamma,0.35,54.5,6,50.7,2.08,3,0
671,236.3,1,Alpha,0.85,69.0,6,54.5,1.99,4,2
672,621.6,0,Alpha,0.38,64.6,5,67.0,1.02,3,0
673,796.1,1,Gamma,0.77,56.4,9,46.3,2.05,4,1
674,342.8,1,Beta,0.32,60.8,7,82.6,0.99,3,2
675,198.8,1,Beta,0.73,63.7,6,86.5,1.8,4,1
676,559.8,0,Beta,0.54,64.2,6,74.5,1.59,3,1
677,78.8,1,Gamma,0.52,69.1,5,32.5,1.71,4,0
678,14.1,1,Beta,0.38,69.5,3,72.1,1.69,3,0
679,434.5,0,Gamma,0.72,69.2,5,45.7,0.84,2,0
680,55.6,1,Beta,0.85,68.3,6,51.7,0.87,3,0
681,482.2,0,Gamma,0.54,64.2,5,45.5,1.27,3,0
682,982.6,1,Alpha,0.42,58.6,7,34.2,1.98,3,1
683,3.1,1,Beta,0.4,67.7,2,89.2,1.6,2,1
684,32.3,1,Beta,0.69,69.8,8,44.8,1.32,2,0
685,427.8,1,Alpha,0.88,66.8,3,46.5,1.65,3,2
686,593.2,0,Gamma,0.75,64.8,7,77.4,2.0,4,0
687,700.9,1,Gamma,0.35,59.0,10,73.1,0.57,2,0
688,66.2,1,Beta,0.85,72.7,8,54.1,1.68,3,0
689,518.7,0,Alpha,0.42,60.1,7,86.6,0.83,3,0
690,412.6,1,Alpha,0.73,70.3,4,85.8,1.97,3,0
691,414.4,1,Alpha,0.61,74.5,1,43.9,1.21,3,0
692,628.5,0,Beta,0.7,68.3,3,41.2,1.8,4,0
693,640.3,1,Beta,0.4,62.3,2,82.3,1.09,2,1
694,275.7,1,Gamma,0.68,67.6,4,30.5,1.3,3,0
695,310.8,0,Beta,0.37,60.3,6,61.0,1.73,4,0
696,79.2,1,Gamma,0.32,68.0,7,31.7,1.13,3,0
697,268.9,1,Gamma,0.75,74.6,3,70.3,0.98,4,2
698,8.2,1,Alpha,0.63,68.9,6,41.2,0.54,2,0
699,357.0,0,Beta,0.46,67.3,6,50.0,1.19,3,0
700,305.3,1,Gamma,0.81,68.3,10,41.5,1.6,3,1
701,114.5,1,Gamma,0.3,55.1,5,85.2,1.25,3,0
702,680.3,1,Alpha,0.59,68.0,8,59.1,0.71,2,0
703,634.7,1,Gamma,0.38,64.9,3,80.9,1.36,2,1
704,121.0,1,Alpha,0.78,67.6,9,84.6,0.72,2,1
705,49.3,1,Gamma,0.66,70.0,8,49.1,0.83,3,1
706,457.6,1,Alpha,0.52,70.3,5,40.0,0.89,2,0
707,179.1,1,Gamma,0.41,65.2,7,59.8,2.2,3,1
708,225.1,1,Gamma,0.31,64.7,6,80.0,1.51,3,2
709,147.9,1,Beta,0.71,66.1,5,75.3,1.27,2,0
710,43.1,1,Alpha,0.62,65.5,6,52.3,0.85,2,0
711,514.1,1,Beta,0.74,59.3,6,64.5,0.82,3,1
712,62.4,1,Beta,0.65,71.1,2,83.4,0.68,2,0
713,746.3,1,Beta,0.61,63.5,10,62.1,1.28,3,0
714,632.6,1,Alpha,0.9,67.0,7,31.7,1.16,2,0
715,163.3,1,Gamma,0.87,68.6,5,54.8,0.56,2,0
716,146.2,1,Beta,0.81,62.6,4,72.3,1.38,3,0
717,66.5,1,Alpha,0.48,66.7,5,73.0,0.69,3,0
718,107.9,1,Beta,0.88,62.2,5,65.6,1.6,4,1
719,323.8,0,Alpha,0.78,65.9,2,31.2,0.59,4,0
720,139.3,1,Alpha,0.74,62.0,7,71.0,1.74,3,0
721,123.4,1,Beta,0.78,70.8,10,87.6,0.76,1,0
722,217.0,1,Gamma,0.87,57.5,7,46.2,1.75,2,1
723,30.1,1,Gamma,0.75,62.7,3,72.7,1.8,3,0
724,682.3,1,Alpha,0.7,62.8,10,38.7,1.99,4,0
725,311.5,1,Beta,0.88,66.9,4,86.8,1.68,2,2
726,255.9,1,Gamma,0.72,62.1,7,84.0,0.88,3,1
727,147.9,1,Alpha,0.51,67.6,5,47.4,1.78,3,0
728,85.5,1,Gamma,0.66,69.7,6,83.0,0.61,2,0
729,51.0,1,Alpha,0.85,65.3,5,34.9,1.59,3,0
730,446.7,1,Alpha,0.76,64.8,8,56.9,1.79,4,1
731,427.9,1,Beta,0.56,61.2,3,81.1,1.72,3,1
732,131.5,1,Beta,0.36,72.0,5,44.2,0.66,2,0
733,223.9,1,Alpha,0.77,72.0,9,73.1,1.71,3,0
734,109.3,1,Beta,0.76,71.9,3,67.5,0.54,2,0
735,414.5,1,Beta,0.88,67.4,6,77.9,0.73,3,3
736,4.3,1,Gamma,0.33,58.1,6,45.8,0.98,4,0
737,33.4,1,Gamma,0.87,61.6,8,71.3,0.76,3,3
738,267.7,1,Alpha,0.8,71.9,4,41.6,1.32,3,0
739,19.8,1,Alpha,0.68,64.9,5,79.3,1.05,4,1
740,516.3,1,Beta,0.55,65.5,8,80.1,0.92,3,0
741,443.7,0,Gamma,0.88,70.5,10,69.7,1.89,4,0
742,156.3,1,Beta,0.87,63.2,4,68.5,1.11,3,0
743,30.5,1,Beta,0.46,60.5,6,81.7,0.84,3,1
744,149.1,1,Beta,0.8,67.2,6,34.6,0.57,2,0
745,30.1,1,Gamma,0.86,63.7,9,82.1,0.72,2,0
746,119.3,1,Beta,0.84,63.1,5,58.4,1.41,3,2
747,137.5,1,Gamma,0.58,71.0,4,42.2,1.42,2,0
748,262.6,1,Gamma,0.57,64.1,8,60.5,1.65,4,0
749,624.0,0,Gamma,0.44,72.0,6,54.9,1.98,3,0
750,744.6,0,Gamma,0.43,70.7,6,46.4,1.14,4,0
751,30.8,1,Alpha,0.71,61.7,2,75.1,1.44,2,1
752,516.8,1,Beta,0.69,62.4,6,72.3,1.46,4,0
753,252.3,1,Alpha,0.52,64.1,10,52.2,0.55,3,0
754,265.5,1,Beta,0.81,71.4,9,62.1,1.21,3,1
755,664.7,1,Beta,0.56,64.4,9,49.4,1.56,3,0
756,176.1,1,Gamma,0.63,66.3,7,80.0,0.77,3,1
757,522.5,1,Alpha,0.57,61.4,7,42.6,0.87,2,0
758,357.4,0,Gamma,0.56,61.9,7,50.6,0.56,2,1
759,618.2,1,Beta,0.43,58.7,8,89.8,1.7,3,1
760,421.1,0,Gamma,0.85,69.2,9,61.7,2.1,3,0
761,87.8,1,Beta,0.35,66.5,5,73.1,1.34,3,1
762,11.8,1,Beta,0.66,64.5,2,38.9,0.53,3,0
763,361.0,1,Beta,0.7,62.8,3,46.0,0.97,3,0
764,98.2,1,Gamma,0.35,64.9,4,60.1,1.51,4,0
765,84.6,1,Gamma,0.78,68.5,3,39.2,0.99,2,0
766,26.3,1,Beta,0.56,51.4,9,72.0,0.56,2,0
767,66.8,1,Alpha,0.83,68.0,10,58.2,1.87,3,1
768,10.4,1,Gamma,0.4,61.4,9,36.3,1.66,4,0
769,94.7,1,Alpha,0.42,64.8,3,49.5,0.76,2,1
770,487.6,1,Beta,0.65,68.1,3,60.3,1.37,3,0
771,315.7,1,Gamma,0.7,66.7,9,42.3,0.55,3,0
772,388.8,1,Alpha,0.34,69.0,5,45.8,1.26,5,1
773,626.1,1,Alpha,0.79,55.4,1,78.0,1.35,3,1
774,89.1,1,Gamma,0.5,64.5,10,57.9,1.29,1,0
775,565.0,1,Gamma,0.47,57.9,3,76.7,1.0,2,0
776,150.2,1,Beta,0.46,64.5,5,42.8,1.67,4,0
777,85.4,1,Alpha,0.84,70.4,8,63.7,1.71,3,1
778,396.6,1,Alpha,0.48,70.0,6,32.9,0.91,2,1
779,422.0,1,Gamma,0.7,59.1,8,61.6,1.65,3,0
780,91.5,1,Gamma,0.68,63.9,9,72.6,1.89,4,0
781,334.6,0,Gamma,0.33,68.1,5,66.2,1.18,3,0
782,243.3,1,Beta,0.43,66.6,7,36.2,1.41,3,1
783,714.8,0,Alpha,0.38,64.3,4,51.1,0.7,2,1
784,114.6,1,Alpha,0.57,67.0,2,68.0,1.82,5,1
785,15.4,1,Beta,0.86,66.8,4,76.6,0.86,2,1
786,49.3,1,Gamma,0.37,65.0,9,52.5,1.77,4,1
787,324.5,1,Gamma,0.42,57.1,3,59.6,1.14,3,0
788,222.2,1,Gamma,0.61,66.8,6,73.5,2.16,2,1
789,372.3,0,Alpha,0.71,65.5,3,52.3,1.2,3,0
790,243.9,1,Beta,0.8,56.0,9,79.4,1.63,3,0
791,493.3,1,Alpha,0.47,52.7,7,76.4,1.49,2,1
792,137.3,1,Alpha,0.61,55.7,5,39.1,1.41,3,1
793,335.7,1,Beta,0.74,55.6,6,82.8,1.27,2,1
794,267.8,1,Beta,0.42,59.8,9,48.6,0.75,3,0
795,710.2,1,Beta,0.83,70.3,1,72.0,1.65,2,1
796,402.1,1,Alpha,0.71,60.9,5,46.3,1.15,3,0
797,63.2,1,Beta,0.87,67.0,10,69.5,0.98,3,1
798,48.8,1,Beta,0.75,68.1,7,66.2,0.52,3,0
799,270.6,1,Beta,0.71,67.8,1,82.2,1.59,3,1
800,20.3,1,Beta,0.49,65.9,6,68.6,1.51,4,0
801,229.3,1,Beta,0.54,58.6,6,74.4,1.13,4,0
802,302.2,1,Beta,0.88,71.6,3,40.0,1.76,2,0
803,190.6,1,Alpha,0.45,68.7,6,81.4,1.41,3,1
